ID,Site,Old_Site,Paper_ID,Year,Population,Collection,ID,Extraction Plate,Position,Nanodrop ng/uL ,260/280,260/230,Qubit (ng/uL),Quality Sample Plate,Position,Volume,Volume for 150 ng,Volume Dispensed,Submission Plate,Position,Volume,Qubit (ng/uL),Notes
333,Wawona,Wawona,5,2015,S32,Timeseries,333,01-Apr,G5,739.7,2,2.3,60,Quality Mimulus Plate 4 Angert 2020 DM,G5,65,3,40,Angert Mimulus – 4,G5,40,60,
334,Wawona,Wawona,5,2016,S32,Timeseries,334,01-Apr,H5,225.6,1.9,2.3,24.4,Quality Mimulus Plate 4 Angert 2020 DM,H5,65,7,40,Angert Mimulus – 4,H5,40,24.4,
335,Wawona,Wawona,5,2016,S32,Timeseries,335,01-Apr,A6,475.9,1.9,2.4,47.5,Quality Mimulus Plate 4 Angert 2020 DM,A6,65,4,40,Angert Mimulus – 4,A6,40,47.5,
336,Wawona,Wawona,5,2016,S32,Timeseries,336,01-Apr,B6,85.1,1.8,2.2,8.5,Quality Mimulus Plate 4 Angert 2020 DM,B6,65,18,40,Angert Mimulus – 4,B6,40,8.53,
337,Wawona,Wawona,5,2016,S32,Timeseries,337,01-Apr,C6,18.4,1.6,2.2,3.3,Quality Mimulus Plate 4 Angert 2020 DM,C6,65,46,40,Angert Mimulus – 4,C6,40,3.27,
338,Wawona,Wawona,5,2016,S32,Timeseries,338,01-Apr,D6,29.7,1.7,2.1,4.9,Quality Mimulus Plate 4 Angert 2020 DM,D6,65,31,40,Angert Mimulus – 4,D6,40,4.92,
339,Wawona,Wawona,5,2016,S32,Timeseries,339,01-Apr,E6,44.6,1.9,2.2,7,Quality Mimulus Plate 4 Angert 2020 DM,E6,65,22,40,Angert Mimulus – 4,E6,40,7.01,
38,WF Mojave,WF Mojave,2,2010,S07,Both,38,02-Jan,B5,70,1.8,2,5.7,Mimulus Plate 1 Quality Extractions Aug 2020,E5,30,27,27,Angert Mimulus – 1,E5,27,5.7,
39,WF Mojave,WF Mojave,2,2010,S07,Both,39,R-4,G7,398.1,1.9,2.3,80.8,Mimulus Plate 1 Quality Extractions Aug 2020,F5,45,2,25,Angert Mimulus – 1,F5,25,80.8,
40,WF Mojave,WF Mojave,2,2010,S07,Both,40,03-Jan,D4,38.4,2,2.2,21.8,Mimulus Plate 1 Quality Extractions Aug 2020,G5,70,7,25,Angert Mimulus – 1,G5,25,21.8,
41,WF Mojave,WF Mojave,2,2010,S07,Both,41,R-4,H7,125.6,1.8,1.9,48.1,Mimulus Plate 1 Quality Extractions Aug 2020,H5,45,4,25,Angert Mimulus – 1,H5,25,48.1,
835,WF Mojave,West Fork Mojave River,2,2010,S07,Both,835,R-5,H3,270.3,1.9,2.2,56.3,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,H4,30,3,30,Angert Mimulus – 8,H4,30,56.3,
42,WF Mojave,WF Mojave,2,2011,S07,Timeseries,42,03-Jan,F4,15.4,1.9,1.9,6.4,Mimulus Plate 1 Quality Extractions Aug 2020,A6,70,24,25,Angert Mimulus – 1,A6,25,6.35,
43,WF Mojave,WF Mojave,2,2011,S07,Timeseries,43,R-4,A8,181.6,2,2.1,38.7,Mimulus Plate 1 Quality Extractions Aug 2020,B6,43,4,25,Angert Mimulus – 1,B6,25,38.7,
44,WF Mojave,WF Mojave,2,2011,S07,Timeseries,44,01-Jan,C6,325.8,1.8,1.9,41,Mimulus Plate 1 Quality Extractions Aug 2020,C6,30,4,25,Angert Mimulus – 1,C6,25,41,
45,WF Mojave,WF Mojave,2,2011,S07,Timeseries,45,01-Jan,D6,169.7,1.8,1.9,30.2,Mimulus Plate 1 Quality Extractions Aug 2020,D6,30,5,25,Angert Mimulus – 1,D6,25,30.2,
46,WF Mojave,WF Mojave,2,2011,S07,Timeseries,46,01-Jan,E6,192.3,1.9,1.6,41,Mimulus Plate 1 Quality Extractions Aug 2020,E6,30,4,25,Angert Mimulus – 1,E6,25,41,
47,WF Mojave,WF Mojave,2,2011,S07,Timeseries,47,01-Jan,F6,162.2,1.9,1.8,14.2,Mimulus Plate 1 Quality Extractions Aug 2020,F6,30,11,25,Angert Mimulus – 1,F6,25,14.2,
48,WF Mojave,WF Mojave,2,2014,S07,Timeseries,48,R-4,B8,80.1,1.9,1.8,3.9,Mimulus Plate 1 Quality Extractions Aug 2020,G6,45,39,39,Angert Mimulus – 1,G6,39,3.93,
49,WF Mojave,WF Mojave,2,2014,S07,Timeseries,49,R-5,A2,137.6,1.8,2,55,Mimulus Plate 1 Quality Extractions Aug 2020,H6,30,3,25,Angert Mimulus – 1,H6,25,55,
50,WF Mojave,WF Mojave,2,2014,S07,Timeseries,50,02-Jan,B6,122,1.8,1.9,4.5,Mimulus Plate 1 Quality Extractions Aug 2020,A7,30,34,25,Angert Mimulus – 1,A7,25,4.54,
51,WF Mojave,WF Mojave,2,2014,S07,Timeseries,51,R-3,E2,292,1.9,2.2,52.6,Mimulus Plate 1 Quality Extractions Aug 2020,B7,45,3,25,Angert Mimulus – 1,B7,25,52.6,
52,WF Mojave,WF Mojave,2,2014,S07,Timeseries,52,03-Jan,B5,16.3,1.9,1.9,3,Mimulus Plate 1 Quality Extractions Aug 2020,C7,70,50,50,Angert Mimulus – 1,C7,50,3.02,
53,WF Mojave,WF Mojave,2,2014,S07,Timeseries,53,02-Jan,D6,186.8,1.9,1.7,12.4,Mimulus Plate 1 Quality Extractions Aug 2020,D7,30,13,25,Angert Mimulus – 1,D7,25,12.4,
54,WF Mojave,WF Mojave,2,2014,S07,Timeseries,54,R-5,D5,80.4,1.9,2.4,41.8,Mimulus Plate 1 Quality Extractions Aug 2020,E7,30,4,25,Angert Mimulus – 1,E7,25,41.8,
55,WF Mojave,WF Mojave,2,2014,S07,Timeseries,55,R-5,E5,225.7,1.9,2.4,82.1,Mimulus Plate 1 Quality Extractions Aug 2020,F7,30,2,,Angert Mimulus – 1,F7,,82.1,
57,WF Mojave,WF Mojave,2,2014,S07,Timeseries,57,01-Jan,H7,151,1.8,3.2,16.3,Mimulus Plate 1 Quality Extractions Aug 2020,H7,23,10,25,Angert Mimulus – 1,H7,25,16.3,
58,WF Mojave,WF Mojave,2,2015,S07,Timeseries,58,02-Jan,G6,342.4,1.8,2.2,5,Mimulus Plate 1 Quality Extractions Aug 2020,A8,30,31,,Angert Mimulus – 1,A8,,4.96,
59,WF Mojave,WF Mojave,2,2015,S07,Timeseries,59,02-Jan,H6,87.1,2,1.6,3.1,Mimulus Plate 1 Quality Extractions Aug 2020,B8,30,49,25,Angert Mimulus – 1,B8,25,3.12,
60,WF Mojave,WF Mojave,2,2015,S07,Timeseries,60,02-Jan,A7,215.9,1.8,2,14.3,Mimulus Plate 1 Quality Extractions Aug 2020,C8,30,11,25,Angert Mimulus – 1,C8,25,14.3,
61,WF Mojave,WF Mojave,2,2015,S07,Timeseries,61,02-Jan,B7,85.6,1.8,1.6,9.6,Mimulus Plate 1 Quality Extractions Aug 2020,D8,30,16,25,Angert Mimulus – 1,D8,25,9.58,
62,WF Mojave,WF Mojave,2,2015,S07,Timeseries,62,R-3,F2,279.9,1.9,2.2,9.9,Mimulus Plate 1 Quality Extractions Aug 2020,E8,43,16,,Angert Mimulus – 1,E8,,9.92,
63,WF Mojave,WF Mojave,2,2015,S07,Timeseries,63,01-Jan,F8,229.6,1.8,3.3,42.2,Mimulus Plate 1 Quality Extractions Aug 2020,F8,30,4,25,Angert Mimulus – 1,F8,25,42.2,
64,WF Mojave,WF Mojave,2,2015,S07,Timeseries,64,02-Jan,D7,207.5,1.9,3,4,Mimulus Plate 1 Quality Extractions Aug 2020,G8,30,38,38,Angert Mimulus – 1,G8,38,4.04,
65,WF Mojave,WF Mojave,2,2016,S07,Timeseries,65,01-Jan,H8,236.5,1.8,3,27.2,Mimulus Plate 1 Quality Extractions Aug 2020,H8,30,6,25,Angert Mimulus – 1,H8,25,27.2,
66,WF Mojave,WF Mojave,2,2016,S07,Timeseries,66,01-Jan,A9,109.8,1.8,1.8,8.6,Mimulus Plate 1 Quality Extractions Aug 2020,A9,30,18,25,Angert Mimulus – 1,A9,25,8.62,
67,WF Mojave,WF Mojave,2,2016,S07,Timeseries,67,03-Jan,E5,17.6,2,2,4.1,Mimulus Plate 1 Quality Extractions Aug 2020,B9,70,37,37,Angert Mimulus – 1,B9,37,4.06,
844,Whitewater Canyon,Whitewater Canyon,17,2010,,Baseline,844,01-Aug,A5,679.1,2,2.1,8.2,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,A5,30,19,25,Angert Mimulus – 8,A5,25,8.23,
849,Whitewater Canyon,Whitewater Canyon,17,2010,,Baseline,849,R-2,A11,288,1.9,2.2,3.4,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,C5,40,45,35,Angert Mimulus – 8,C5,35,3.37,
850,Whitewater Canyon,Whitewater Canyon,17,2010,,Baseline,850,01-Aug,D5,707.5,2,2,59.9,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,D5,30,3,25,Angert Mimulus – 8,D5,25,59.9,
851,Whitewater Canyon,Whitewater Canyon,17,2010,,Baseline,851,01-Aug,E5,144.6,1.8,1.6,31.6,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,E5,30,5,25,Angert Mimulus – 8,E5,25,31.6,
852,Whitewater Canyon,Whitewater Canyon,17,2010,,Baseline,852,01-Aug,F5,331.6,1.8,1.9,35.6,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,F5,30,5,25,Angert Mimulus – 8,F5,25,35.6,
853,Whitewater Canyon,Whitewater Canyon,17,2010,,Baseline,853,01-Aug,G5,145,1.9,1.6,15.7,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,G5,30,10,25,Angert Mimulus – 8,G5,25,15.7,
854,Whitewater Canyon,Whitewater Canyon,17,2010,,Baseline,854,01-Aug,H5,441.9,1.9,2.1,77.8,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,H5,30,2,25,Angert Mimulus – 8,H5,25,77.8,
871,Whitewater Canyon,Whitewater Canyon,17,2010,,Baseline,871,01-Aug,A6,511.4,1.9,2.1,78.2,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,A6,30,2,25,Angert Mimulus – 8,A6,25,78.2,
872,Whitewater Canyon,Whitewater Canyon,17,2010,,Baseline,872,01-Aug,B6,119,1.9,1.7,16.1,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,B6,30,10,25,Angert Mimulus – 8,B6,25,16.1,
873,Wrights Road,Wrights Road,35,2009,,Baseline,873,R-2,B11,309.9,1.9,2.3,46,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,C6,30,4,25,Angert Mimulus – 8,C6,25,46,
874,Wrights Road,Wrights Road,35,2009,,Baseline,874,01-Aug,D6,234.5,1.9,1.9,33.6,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,D6,30,5,25,Angert Mimulus – 8,D6,25,33.6,
875,Wrights Road,Wrights Road,35,2009,,Baseline,875,01-Aug,E6,293.6,1.9,2,60,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,E6,30,3,25,Angert Mimulus – 8,E6,25,60,
876,Wrights Road,Wrights Road,35,2009,,Baseline,876,01-Aug,F6,493.4,1.8,2.1,58.4,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,F6,30,3,25,Angert Mimulus – 8,F6,25,58.4,
877,Wrights Road,Wrights Road,35,2009,,Baseline,877,01-Aug,G6,284.6,1.9,2,20.1,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,G6,30,8,25,Angert Mimulus – 8,G6,25,20.1,
878,Wrights Road,Wrights Road,35,2009,,Baseline,878,R-2,C11,222.6,1.9,2.1,30.5,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,H6,30,5,25,Angert Mimulus – 8,H6,25,30.5,
879,Wrights Road,Wrights Road,35,2009,,Baseline,879,01-Aug,A7,303.3,1.9,2,47.4,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,A7,30,4,25,Angert Mimulus – 8,A7,25,47.4,
880,Wrights Road,Wrights Road,35,2009,,Baseline,880,01-Aug,B7,365.1,1.8,2,40,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,B7,30,4,25,Angert Mimulus – 8,B7,25,40,
881,"Yakima, WA","Yakima, WA",56,2006,,Yakima,881,01-Aug,C7,707.7,1.9,1.9,53.2,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,C7,30,3,25,Angert Mimulus – 8,C7,25,53.2,
882,"Yakima, WA","Yakima, WA",56,2006,,Yakima,882,01-Aug,D7,2141.2,1.9,2.3,101.2,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,D7,30,2,25,Angert Mimulus – 8,D7,25,101.2,
883,"Yakima, WA","Yakima, WA",56,2006,,Yakima,883,01-Aug,E7,1817.9,1.9,2.3,143,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,E7,30,2,25,Angert Mimulus – 8,E7,25,143,
884,"Yakima, WA","Yakima, WA",56,2006,,Yakima,884,01-Aug,F7,305.3,1.8,1.9,50.7,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,F7,30,3,25,Angert Mimulus – 8,F7,25,50.7,
885,"Yakima, WA","Yakima, WA",56,2006,,Yakima,885,01-Aug,G7,806.8,1.9,2,87,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,G7,30,2,25,Angert Mimulus – 8,G7,25,87,
886,"Yakima, WA","Yakima, WA",56,2006,,Yakima,886,R-2,D11,1166.4,1.9,2.3,36,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,H7,30,5,25,Angert Mimulus – 8,H7,25,36,
887,"Yakima, WA","Yakima, WA",56,2006,,Yakima,887,01-Aug,A8,1625.2,1.9,2.1,119,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,A8,30,2,25,Angert Mimulus – 8,A8,25,119,
888,"Yakima, WA","Yakima, WA",56,2006,,Yakima,888,01-Aug,B8,984.9,1.9,2.1,107,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,B8,30,2,25,Angert Mimulus – 8,B8,25,107,
889,"Yakima, WA","Yakima, WA",56,2006,,Yakima,889,01-Aug,C8,185.3,1.8,1.6,53.2,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,C8,30,3,25,Angert Mimulus – 8,C8,25,53.2,
890,"Yakima, WA","Yakima, WA",56,2006,,Yakima,890,01-Aug,D8,126.1,1.9,1.7,20.4,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,D8,30,8,25,Angert Mimulus – 8,D8,25,20.4,
